x y val
24 39 1
16 101 1
55 123 1
17 201 1
15 149 1
1 165 1
17 187 1
53 135 1
43 55 1
64 103 1
68 81 1
48 89 1
63 31 1
10 143 1
10 55 1
41 215 1
53 113 1
40 117 1
32 167 1
45 99 1
8 125 1
45 15 1
24 159 1
66 217 1
19 83 1
43 51 1
36 161 1
67 73 1
6 173 1
66 57 1
18 25 1
65 197 1
43 41 1
9 103 1
24 51 1
68 165 1
67 155 1
2 181 1
31 33 1
10 37 1
6 43 1
10 159 1
63 35 1
43 51 1
13 21 1
51 15 1
41 31 1
49 193 1
7 203 1
43 119 1
34 207 1
31 173 1
4 113 1
23 115 1
64 161 1
29 29 1
50 11 1
34 93 1
44 23 1
64 127 1
44 49 1
66 135 1
11 193 1
16 7 1
1 177 1
23 119 1
47 35 1
13 141 1
3 129 1
48 97 1
11 165 1
23 99 1
68 199 1
41 163 1
55 109 1
68 123 1
45 113 1
18 151 1
53 109 1
49 43 1
3 97 1
37 5 1
28 159 1
63 131 1
7 11 1
44 129 1
29 15 1
40 105 1
1 171 1
43 113 1
31 109 1
9 169 1
20 147 1
63 175 1
64 119 1
33 21 1
10 115 1
48 39 1
12 17 1
45 71 1
11 47 1
16 91 1
44 95 1
33 59 1
5 183 1
13 67 1
34 49 1
53 75 1
58 27 1
15 3 1
47 77 1
40 137 1
36 189 1
8 47 1
48 7 1
7 33 1
47 79 1
45 35 1
65 67 1
31 13 1
62 95 1
42 173 1
24 107 1
51 77 1
62 195 1
9 135 1
35 131 1
36 193 1
25 61 1
64 173 1
34 23 1
36 127 1
26 157 1
10 203 1
18 109 1
68 187 1
13 1 1
42 35 1
30 7 1
48 21 1
59 65 1
49 31 1
52 135 1
66 79 1
2 73 1
45 85 1
12 197 1
29 185 1
35 209 1
66 213 1
61 217 1
43 77 1
30 79 1
49 79 1
35 61 1
48 159 1
23 189 1
7 103 1
1 163 1
61 33 1
25 125 1
54 25 1
26 181 1
35 175 1
22 141 1
54 89 1
35 197 1
6 83 1
26 129 1
18 53 1
35 25 1
52 125 1
6 69 1
7 33 1
53 13 1
47 159 1
61 95 1
55 85 1
1 59 1
8 153 1
3 63 1
17 179 1
28 3 1
34 177 1
29 79 1
14 143 1
3 115 1
38 219 1
8 39 1
53 57 1
50 203 1
53 143 1
51 189 1
30 185 1
47 151 1
56 49 1
3 155 1
32 179 1
56 167 1
32 47 1
31 183 1
15 185 1
31 193 1
50 89 1
59 187 1
57 89 1
61 139 1
47 169 1
67 61 1
8 67 1
7 15 1
43 35 1
11 35 1
64 83 1
30 93 1
36 3 1
22 63 1
52 71 1
44 139 1
31 87 1
4 217 1
33 143 1
43 19 1
41 125 1
21 145 1
7 79 1
15 211 1
35 185 1
51 177 1
50 131 1
31 145 1
31 127 1
19 125 1
5 219 1
7 125 1
50 89 1
30 115 1
10 141 1
41 65 1
64 155 1
37 133 1
24 133 1
3 155 1
26 81 1
12 23 1
45 191 1
24 171 1
1 23 1
64 7 1
28 3 1
18 51 1
54 5 1
41 95 1
60 59 1
45 21 1
49 79 1
67 33 1
56 75 1
13 103 1
49 103 1
43 201 1
38 179 1
20 15 1
50 93 1
48 31 1
32 213 1
23 215 1
20 57 1
65 79 1
52 23 1
35 25 1
8 181 1
14 193 1
56 169 1
22 151 1
30 193 1
30 161 1
51 153 1
14 45 1
40 9 1
66 77 1
60 83 1
49 79 1
62 107 1
60 45 1
8 17 1
50 31 1
25 141 1
55 127 1
29 197 1
16 119 1
4 187 1
68 161 1
16 185 1
19 143 1
59 27 1
61 77 1
11 3 1
65 7 1
46 81 1
67 101 1
5 165 1
66 29 1
4 161 1
30 107 1
56 139 1
18 9 1
24 85 1
56 35 1
1 119 1
43 43 1
25 191 1
4 129 1
62 159 1
1 27 1
19 37 1
39 155 1
34 137 1
52 133 1
12 17 1
22 195 1
45 5 1
50 167 1
6 161 1
30 63 1
5 83 1
34 103 1
57 23 1
30 31 1
24 117 1
43 137 1
56 1 1
47 49 1
44 19 1
24 187 1
49 219 1
-21 -11 -1
-35 -79 -1
-54 -85 -1
-2 -13 -1
-56 -141 -1
-7 -115 -1
-18 -201 -1
-61 -93 -1
-13 -173 -1
-3 -17 -1
-14 -171 -1
-42 -95 -1
-59 -79 -1
-14 -7 -1
-64 -205 -1
-29 -31 -1
-65 -201 -1
-31 -153 -1
-51 -109 -1
-61 -115 -1
-13 -161 -1
-33 -47 -1
-33 -5 -1
-43 -201 -1
-61 -87 -1
-57 -51 -1
-28 -133 -1
-26 -39 -1
-28 -99 -1
-25 -17 -1
-32 -109 -1
-30 -117 -1
-53 -189 -1
-4 -109 -1
-2 -37 -1
-43 -105 -1
-6 -117 -1
-68 -185 -1
-13 -127 -1
-17 -145 -1
-47 -69 -1
-10 -53 -1
-27 -51 -1
-65 -105 -1
-5 -101 -1
-28 -51 -1
-16 -29 -1
-45 -23 -1
-15 -209 -1
-50 -57 -1
-61 -145 -1
-54 -23 -1
-66 -169 -1
-68 -29 -1
-53 -173 -1
-20 -193 -1
-11 -139 -1
-60 -131 -1
-6 -81 -1
-13 -103 -1
-41 -39 -1
-23 -139 -1
-3 -153 -1
-17 -169 -1
-36 -35 -1
-16 -5 -1
-9 -121 -1
-64 -5 -1
-39 -171 -1
-26 -23 -1
-49 -161 -1
-14 -53 -1
-34 -193 -1
-55 -7 -1
-10 -71 -1
-1 -7 -1
-28 -215 -1
-24 -49 -1
-8 -55 -1
-13 -59 -1
-57 -101 -1
-44 -195 -1
-12 -33 -1
-62 -91 -1
-26 -69 -1
-48 -91 -1
-53 -101 -1
-8 -175 -1
-37 -49 -1
-61 -65 -1
-4 -57 -1
-67 -35 -1
-35 -57 -1
-54 -71 -1
-20 -177 -1
-29 -135 -1
-10 -69 -1
-18 -21 -1
-61 -87 -1
-51 -157 -1
-40 -117 -1
-37 -177 -1
-24 -59 -1
-6 -3 -1
-9 -219 -1
-23 -171 -1
-38 -195 -1
-13 -13 -1
-64 -159 -1
-64 -189 -1
-32 -197 -1
-52 -125 -1
-49 -217 -1
-38 -23 -1
-12 -17 -1
-27 -203 -1
-5 -49 -1
-58 -179 -1
-55 -123 -1
-44 -93 -1
-48 -167 -1
-57 -117 -1
-67 -175 -1
-37 -3 -1
-20 -31 -1
-15 -77 -1
-46 -21 -1
-22 -117 -1
-18 -61 -1
-18 -187 -1
-51 -113 -1
-6 -109 -1
-68 -161 -1
-5 -77 -1
-42 -45 -1
-45 -139 -1
-43 -115 -1
-24 -111 -1
-61 -197 -1
-33 -129 -1
-62 -99 -1
-9 -89 -1
-55 -113 -1
-41 -103 -1
-59 -11 -1
-8 -33 -1
-2 -195 -1
-40 -183 -1
-30 -7 -1
-33 -109 -1
-11 -99 -1
-18 -203 -1
-51 -5 -1
-43 -185 -1
-63 -105 -1
-40 -177 -1
-44 -157 -1
-17 -119 -1
-7 -89 -1
-35 -123 -1
-34 -145 -1
-26 -127 -1
-30 -69 -1
-24 -85 -1
-35 -31 -1
-2 -115 -1
-27 -49 -1
-60 -217 -1
-7 -165 -1
-36 -203 -1
-61 -215 -1
-16 -185 -1
-11 -209 -1
-36 -37 -1
-28 -213 -1
-21 -7 -1
-24 -65 -1
-45 -31 -1
-37 -187 -1
-31 -73 -1
-4 -9 -1
-63 -203 -1
-5 -53 -1
-9 -33 -1
-25 -215 -1
-59 -211 -1
-44 -121 -1
-45 -101 -1
-4 -179 -1
-27 -187 -1
-32 -209 -1
-61 -143 -1
-61 -199 -1
-62 -211 -1
-9 -169 -1
-32 -53 -1
-39 -189 -1
-27 -9 -1
-20 -7 -1
-8 -219 -1
-58 -39 -1
-36 -1 -1
-58 -145 -1
-27 -31 -1
-19 -173 -1
-49 -135 -1
-65 -23 -1
-67 -69 -1
-67 -43 -1
-16 -41 -1
-50 -163 -1
-55 -39 -1
-54 -213 -1
-13 -133 -1
-66 -65 -1
-21 -61 -1
-14 -153 -1
-44 -217 -1
-55 -157 -1
-14 -5 -1
-24 -67 -1
-60 -173 -1
-37 -133 -1
-33 -213 -1
-26 -173 -1
-42 -37 -1
-16 -165 -1
-25 -9 -1
-41 -205 -1
-57 -5 -1
-47 -207 -1
-33 -141 -1
-26 -31 -1
-56 -63 -1
-13 -49 -1
-34 -17 -1
-10 -139 -1
-44 -57 -1
-17 -209 -1
-17 -127 -1
-47 -193 -1
-48 -73 -1
-63 -55 -1
-44 -31 -1
-45 -25 -1
-43 -71 -1
-60 -43 -1
-38 -199 -1
-67 -35 -1
-12 -165 -1
-50 -155 -1
-68 -75 -1
-21 -113 -1
-1 -151 -1
-45 -57 -1
-36 -165 -1
-16 -65 -1
-57 -209 -1
-24 -211 -1
-21 -163 -1
-7 -187 -1
-8 -123 -1
-47 -23 -1
-21 -39 -1
-40 -175 -1
-18 -197 -1
-48 -95 -1
-55 -133 -1
-12 -51 -1
-41 -181 -1
-22 -71 -1
-43 -149 -1
-57 -185 -1
-68 -57 -1
-15 -31 -1
-29 -87 -1
-58 -145 -1
-19 -65 -1
-20 -217 -1
-30 -97 -1
-22 -167 -1
-48 -1 -1
-46 -83 -1
-20 -65 -1
-17 -143 -1
-55 -61 -1
-58 -61 -1
-9 -137 -1
-15 -55 -1
-23 -63 -1
-25 -141 -1
-58 -107 -1
-35 -125 -1
-23 -79 -1
-41 -31 -1
-65 -107 -1
-41 -1 -1
-65 -59 -1
-66 -105 -1
-5 -127 -1
-53 -79 -1
-18 -65 -1
-30 -7 -1
-3 -9 -1
-63 -181 -1
-46 -5 -1
-11 -191 -1
-15 -27 -1
-29 -147 -1
-40 -47 -1
-45 -87 -1
-57 -33 -1
-30 -183 -1
-34 -177 -1
-32 -113 -1
-19 -131 -1
-25 -9 -1
-6 -145 -1
-26 -181 -1
-18 -33 -1
-7 -13 -1
-19 -9 -1
-31 -123 -1
-53 -205 -1
-12 -87 -1
-24 -131 -1
-23 -155 -1
-24 -213 -1
-1 -171 -1
-66 -203 -1
-66 -85 -1
-48 -205 -1
-49 -145 -1
-63 -199 -1
-26 -153 -1
-1 -175 -1
-16 -97 -1
-41 -103 -1
-60 -109 -1
-43 -219 -1
-9 -201 -1
-46 -163 -1
-51 -35 -1
-50 -177 -1
-50 -83 -1
-31 -99 -1
-41 -27 -1
-60 -145 -1
-45 -131 -1
-25 -171 -1
-27 -133 -1
-68 -131 -1
-9 -15 -1
-35 -187 -1
-24 -81 -1
-52 -67 -1
-58 -121 -1
-56 -7 -1
-59 -73 -1
-63 -27 -1
-61 -199 -1
-39 -13 -1
-63 -139 -1
-38 -159 -1
-4 -83 -1
-64 -131 -1
-3 -165 -1
-34 -77 -1
-52 -71 -1
-43 -117 -1
-65 -45 -1
-26 -119 -1
-32 -17 -1
-58 -173 -1
-56 -97 -1
-12 -123 -1
-23 -103 -1
-44 -9 -1
-47 -167 -1
-43 -169 -1
-37 -121 -1
-29 -219 -1
-24 -45 -1
-36 -115 -1
-64 -145 -1
-3 -31 -1
-68 -1 -1
-27 -27 -1
-59 -203 -1
-45 -63 -1
-2 -187 -1
-44 -105 -1
-34 -209 -1
-3 -205 -1
-20 -123 -1
-20 -201 -1
-12 -115 -1
-27 -75 -1
-50 -107 -1
-49 -151 -1
-34 -61 -1
-4 -207 -1
-39 -83 -1
-23 -163 -1
-20 -185 -1
-67 -217 -1
-19 -155 -1
-51 -85 -1
-7 -145 -1
-11 -65 -1
-67 -139 -1
-40 -77 -1
-46 -57 -1
-59 -205 -1
-33 -217 -1
-34 -9 -1
-42 -27 -1
-52 -73 -1
-17 -101 -1
-38 -57 -1
-34 -75 -1
-48 -213 -1
-48 -35 -1
-54 -37 -1
-2 -65 -1
-40 -29 -1
-39 -197 -1
-58 -95 -1
-24 -169 -1
-58 -93 -1
-18 -25 -1
-6 -107 -1
-1 -87 -1
-58 -107 -1
-54 -9 -1
-55 -13 -1
-29 -89 -1
-31 -109 -1
-15 -201 -1
-52 -125 -1
-20 -151 -1
-34 -183 -1
-43 -95 -1
-67 -159 -1
-64 -131 -1
-20 -7 -1
-51 -51 -1
-20 -71 -1
-5 -47 -1
-51 -61 -1
-9 -143 -1
-67 -177 -1
-54 -9 -1
-37 -181 -1
-16 -219 -1
-21 -43 -1
-28 -167 -1
-65 -97 -1
-63 -121 -1
-17 -163 -1
-16 -197 -1
-66 -219 -1
-12 -157 -1
-10 -7 -1
-52 -21 -1
-14 -75 -1
-19 -87 -1
-25 -211 -1
-32 -93 -1
-68 -9 -1
-22 -147 -1
-55 -137 -1
-47 -171 -1
-63 -169 -1
-48 -171 -1
-9 -101 -1
-22 -207 -1
-54 -93 -1
-52 -203 -1
-35 -45 -1
-16 -141 -1
-20 -145 -1
-53 -113 -1
-33 -95 -1
-47 -147 -1
-46 -165 -1
-31 -135 -1
-67 -129 -1
-60 -117 -1
-9 -209 -1
-62 -15 -1
-39 -5 -1
-61 -211 -1
-44 -95 -1
-49 -43 -1
-2 -79 -1
-19 -215 -1
-22 -3 -1
-64 -217 -1
-7 -165 -1
-9 -187 -1
-14 -135 -1
-13 -63 -1
-7 -115 -1
-13 -99 -1
-42 -75 -1
-21 -169 -1
-67 -55 -1
-65 -77 -1
-23 -3 -1
-10 -39 -1
-20 -179 -1
-66 -169 -1
-56 -215 -1
-41 -87 -1
-43 -67 -1
-19 -93 -1
-47 -189 -1
-1 -33 -1
-2 -121 -1
-9 -175 -1
-32 -69 -1
-18 -15 -1
-63 -201 -1
-31 -87 -1
-52 -199 -1
-13 -121 -1
-54 -77 -1
-8 -97 -1
-55 -201 -1
-42 -207 -1
-35 -121 -1
-8 -173 -1
-55 -71 -1
-14 -61 -1
-44 -47 -1
-47 -121 -1
-4 -85 -1
-3 -157 -1
-27 -159 -1
-57 -19 -1
-46 -67 -1
-15 -153 -1
-44 -87 -1
-36 -169 -1
-19 -17 -1
-16 -101 -1
-22 -15 -1
-37 -57 -1
-29 -49 -1
-32 -149 -1
-64 -15 -1
-27 -191 -1
-54 -95 -1
-55 -197 -1
-18 -151 -1
-33 -41 -1
-48 -3 -1
-13 -93 -1
-66 -179 -1
-26 -215 -1
-50 -3 -1
-39 -125 -1
-52 -35 -1
-4 -141 -1
-26 -69 -1
-55 -51 -1
-9 -179 -1
-21 -35 -1
-32 -71 -1
-62 -167 -1
-68 -147 -1
-24 -1 -1
-65 -81 -1
-58 -165 -1
-66 -131 -1
-41 -95 -1
-20 -173 -1
-63 -53 -1
-29 -117 -1
-18 -63 -1
-62 -135 -1
-24 -219 -1
-60 -93 -1
-12 -33 -1
-52 -79 -1
-62 -151 -1
-26 -121 -1
-22 -155 -1
-64 -39 -1
-55 -147 -1
-44 -161 -1
-53 -215 -1
-52 -19 -1
-31 -91 -1
-48 -85 -1
-60 -191 -1
-31 -63 -1
-62 -77 -1
-65 -43 -1
-63 -67 -1
-1 -35 -1
-21 -161 -1
-52 -97 -1
-29 -69 -1
-47 -119 -1
-43 -177 -1
-27 -101 -1
-11 -109 -1
-61 -143 -1
-51 -107 -1
-52 -5 -1
-36 -153 -1
-43 -49 -1
-36 -191 -1
-14 -93 -1
-52 -195 -1
-51 -51 -1
-38 -101 -1
-5 -111 -1
-49 -87 -1
-38 -151 -1
-62 -79 -1
-13 -127 -1
-60 -163 -1
-43 -133 -1
-37 -175 -1
-22 -219 -1
-57 -43 -1
-18 -35 -1
-59 -189 -1
-1 -125 -1
-47 -43 -1
-1 -117 -1
-27 -127 -1
-7 -95 -1
-60 -207 -1
-15 -21 -1
-25 -131 -1
-42 -69 -1
-18 -121 -1
-47 -3 -1
-60 -77 -1
-28 -33 -1
-64 -101 -1
-59 -95 -1
-33 -209 -1
-50 -179 -1
-22 -45 -1
-20 -37 -1
-46 -187 -1
-19 -45 -1
-19 -185 -1
-68 -119 -1
-50 -7 -1
-42 -105 -1
-33 -219 -1
-55 -87 -1
-47 -161 -1
-35 -153 -1
-60 -91 -1
-29 -141 -1
-13 -181 -1
-8 -109 -1
-64 -157 -1
-56 -57 -1
-43 -125 -1
-13 -63 -1
-12 -139 -1
-4 -181 -1
-32 -1 -1
-37 -187 -1
-42 -153 -1
-42 -187 -1
-35 -39 -1
-52 -93 -1
-68 -33 -1
-53 -21 -1
-52 -153 -1
-49 -23 -1
-52 -163 -1
-50 -123 -1
-8 -135 -1
-27 -5 -1
-54 -33 -1
-56 -15 -1
-52 -205 -1
-45 -17 -1
-63 -155 -1
-52 -139 -1
-53 -133 -1
-65 -23 -1
-51 -125 -1
-66 -45 -1
-54 -69 -1
-68 -5 -1
-34 -133 -1
-3 -43 -1
-46 -205 -1
-31 -169 -1
-25 -23 -1
-57 -145 -1
-60 -197 -1
-25 -99 -1
-32 -51 -1
-5 -49 -1
-7 -105 -1
-16 -61 -1
-63 -209 -1
-2 -161 -1
-59 -87 -1
-18 -203 -1
-39 -151 -1
-4 -219 -1
-24 -37 -1
-42 -43 -1
-27 -93 -1
-46 -181 -1
-16 -117 -1
-21 -169 -1
-25 -27 -1
-1 -71 -1
-68 -5 -1
-67 -7 -1
-65 -61 -1
-63 -11 -1
-11 -59 -1
-63 -85 -1
-19 -199 -1
-40 -49 -1
-56 -149 -1
-47 -49 -1
-53 -219 -1
-44 -95 -1
-4 -199 -1
-34 -27 -1
-19 -15 -1
-15 -115 -1
-37 -183 -1
-31 -17 -1
-19 -145 -1
-9 -123 -1
-29 -105 -1
-15 -75 -1
-46 -187 -1
-58 -137 -1
-53 -79 -1
-53 -113 -1
-20 -13 -1
-18 -215 -1
-29 -205 -1
-67 -1 -1
-48 -15 -1
-22 -195 -1
-4 -147 -1
-4 -167 -1
-62 -153 -1
-63 -107 -1
-1 -159 -1
-12 -139 -1
-59 -63 -1
-66 -213 -1
-65 -217 -1
-63 -175 -1
-26 -81 -1
-9 -205 -1
-48 -199 -1
-43 -33 -1
-15 -97 -1
-27 -89 -1
-35 -19 -1
-13 -49 -1
-15 -139 -1
-30 -141 -1
-19 -161 -1
-25 -53 -1
-15 -167 -1
-10 -61 -1
-12 -153 -1
-64 -115 -1
-64 -29 -1
-58 -97 -1
-13 -87 -1
-58 -151 -1
-53 -85 -1
-33 -13 -1
-52 -71 -1
-29 -201 -1
-28 -7 -1
-6 -109 -1
-5 -167 -1
-46 -23 -1
-62 -77 -1
-56 -99 -1
-53 -185 -1
-6 -183 -1
-27 -21 -1
-64 -73 -1
-55 -105 -1
-41 -57 -1
-55 -209 -1
-52 -169 -1
-22 -29 -1
-30 -207 -1
-49 -209 -1
-6 -137 -1
-41 -125 -1
-17 -125 -1
-23 -77 -1
-56 -109 -1
-13 -175 -1
-48 -129 -1
-55 -157 -1
-31 -211 -1
-24 -29 -1
-42 -143 -1
-65 -109 -1
-7 -195 -1
-5 -215 -1
-43 -205 -1
-54 -21 -1
-57 -149 -1
-41 -189 -1
-14 -149 -1
-51 -131 -1
-30 -17 -1
-4 -97 -1
-9 -1 -1
-21 -9 -1
-60 -73 -1
-40 -31 -1
-7 -99 -1
-68 -31 -1
-38 -39 -1
-43 -179 -1
-68 -187 -1
-56 -23 -1
-45 -181 -1
-17 -87 -1
-46 -155 -1
-38 -121 -1
-4 -95 -1
-48 -217 -1
-66 -179 -1
-64 -153 -1
-11 -179 -1
-50 -67 -1
-41 -25 -1
-42 -35 -1
-45 -197 -1
-2 -185 -1
-5 -213 -1
-23 -127 -1
-12 -77 -1
-42 -117 -1
-7 -207 -1
-47 -79 -1
-15 -39 -1
-7 -77 -1
-38 -77 -1
-37 -111 -1
-41 -65 -1
-32 -195 -1
-12 -13 -1
-32 -119 -1
-62 -91 -1
-7 -111 -1
-5 -199 -1
-38 -105 -1
-57 -67 -1
-9 -115 -1
-52 -189 -1
-39 -111 -1
-10 -213 -1
-48 -133 -1
-19 -153 -1
-66 -209 -1
-25 -199 -1
-23 -125 -1
-20 -171 -1
-46 -189 -1
-60 -73 -1
-4 -179 -1
-50 -67 -1
-11 -89 -1
-49 -163 -1
-13 -9 -1
-40 -197 -1
-53 -157 -1
-22 -79 -1
-27 -101 -1
-68 -39 -1
-39 -15 -1
-37 -69 -1
-50 -217 -1
-63 -131 -1
-63 -11 -1
-63 -19 -1
-45 -127 -1
-51 -27 -1
-27 -47 -1
-55 -191 -1
-21 -71 -1
-29 -103 -1
-17 -9 -1
-19 -157 -1
-17 -201 -1
-19 -177 -1
-61 -161 -1
-61 -37 -1
-68 -155 -1
-4 -79 -1
-19 -137 -1
-35 -139 -1
-7 -111 -1
-63 -51 -1
-35 -219 -1
-20 -145 -1
-57 -169 -1
-22 -163 -1
-65 -45 -1
-63 -25 -1
-22 -205 -1
-61 -157 -1
-45 -197 -1
-54 -49 -1
-31 -169 -1
-59 -117 -1
-53 -195 -1
-7 -31 -1
-12 -17 -1
-4 -51 -1
-45 -67 -1
-64 -31 -1
-39 -73 -1
-59 -95 -1
-42 -107 -1
-41 -209 -1
-8 -139 -1
-3 -175 -1
-51 -215 -1
-6 -131 -1
-63 -97 -1
-62 -177 -1
-51 -99 -1
-44 -59 -1
-65 -137 -1
-57 -133 -1
-42 -121 -1
-25 -95 -1
-54 -115 -1
-10 -93 -1
-19 -1 -1
-41 -39 -1
-41 -55 -1
-57 -127 -1
-29 -101 -1
-67 -115 -1
-67 -99 -1
-11 -147 -1
-53 -151 -1
-9 -87 -1
-63 -87 -1
-11 -197 -1
-13 -81 -1
-41 -111 -1
-28 -125 -1
-28 -183 -1
-25 -117 -1
-58 -77 -1
-25 -13 -1
-48 -219 -1
-16 -117 -1
-34 -31 -1
-19 -173 -1
-68 -63 -1
-58 -17 -1
-36 -131 -1
-24 -121 -1
-22 -153 -1
-51 -145 -1
-66 -151 -1
-38 -97 -1
-55 -105 -1
-54 -201 -1
-4 -5 -1
-13 -49 -1
-57 -29 -1
-15 -157 -1
-57 -117 -1
-27 -151 -1
-68 -65 -1
-54 -5 -1
-62 -31 -1
-29 -109 -1
-14 -71 -1
-5 -63 -1
-23 -111 -1
-35 -191 -1
-26 -95 -1
-17 -11 -1
-50 -71 -1
-52 -191 -1
-40 -7 -1
-44 -35 -1
-23 -1 -1
-6 -21 -1
-53 -179 -1
-47 -133 -1
-24 -73 -1
-10 -161 -1
-20 -215 -1
-18 -53 -1
-20 -169 -1
-32 -111 -1
-29 -213 -1
-33 -213 -1
-45 -169 -1
-63 -3 -1
-19 -77 -1
-22 -89 -1
-19 -149 -1
-56 -209 -1
-66 -35 -1
-18 -53 -1
-61 -9 -1
-68 -51 -1
-22 -119 -1
-58 -21 -1
-64 -43 -1
-28 -23 -1
-2 -67 -1
-36 -99 -1
-35 -157 -1
-16 -71 -1
-53 -11 -1
-30 -83 -1
-23 -199 -1
-61 -65 -1
-67 -73 -1
-21 -97 -1
-65 -129 -1
-15 -81 -1
-21 -85 -1
-39 -27 -1
-9 -197 -1
-2 -9 -1
-16 -101 -1
-21 -25 -1
-31 -73 -1
-43 -73 -1
-63 -63 -1
-42 -67 -1
-51 -157 -1
-22 -163 -1
-50 -205 -1
-13 -113 -1
-27 -29 -1
-29 -107 -1
-11 -99 -1
-55 -77 -1
-22 -133 -1
-60 -51 -1
-10 -149 -1
-26 -95 -1
-43 -171 -1
-1 -45 -1
-60 -91 -1
-44 -185 -1
-54 -109 -1
-50 -173 -1
-16 -111 -1
-53 -97 -1
-53 -143 -1
-1 -201 -1
-62 -171 -1
-40 -109 -1
-40 -103 -1
-30 -173 -1
-1 -67 -1
-44 -127 -1
-52 -75 -1
-44 -189 -1
-19 -101 -1
-65 -9 -1
-45 -51 -1
-56 -65 -1
-64 -17 -1
-21 -179 -1
-57 -109 -1
-51 -211 -1
-43 -39 -1
-26 -9 -1
-7 -157 -1
-57 -203 -1
-3 -57 -1
-31 -37 -1
-60 -103 -1
-56 -71 -1
-61 -33 -1
-35 -53 -1
-2 -39 -1
-61 -187 -1
-9 -115 -1
-43 -113 -1
-51 -219 -1
-55 -21 -1
-40 -217 -1
-18 -51 -1
-2 -169 -1
-38 -65 -1
-27 -101 -1
-67 -17 -1
-50 -137 -1
-65 -23 -1
-31 -93 -1
-11 -181 -1
-16 -169 -1
-14 -205 -1
-15 -73 -1
-39 -47 -1
-57 -97 -1
-2 -95 -1
-28 -169 -1
-22 -33 -1
-57 -217 -1
-40 -73 -1
-67 -23 -1
-20 -11 -1
-30 -31 -1
-13 -157 -1
-60 -81 -1
-37 -77 -1
-58 -205 -1
-31 -79 -1
-43 -33 -1
-40 -183 -1
-10 -195 -1
-20 -9 -1
-39 -191 -1
-26 -59 -1
-39 -17 -1
-42 -179 -1
-9 -17 -1
-36 -171 -1
-67 -11 -1
-58 -147 -1
-64 -211 -1
-67 -175 -1
-11 -153 -1
-54 -211 -1
-61 -51 -1
-13 -121 -1
-46 -43 -1
-18 -3 -1
-57 -25 -1
-52 -185 -1
-31 -37 -1
-53 -217 -1
-42 -7 -1
-66 -69 -1
-23 -51 -1
-33 -1 -1
-40 -203 -1
-27 -13 -1
-24 -173 -1
-56 -131 -1
-48 -207 -1
-54 -119 -1
-64 -155 -1
-34 -189 -1
-53 -75 -1
-68 -103 -1
-19 -57 -1
-64 -143 -1
-64 -11 -1
-65 -93 -1
-43 -17 -1
-37 -85 -1
-55 -173 -1
-6 -53 -1
-28 -85 -1
-20 -167 -1
-46 -35 -1
-20 -109 -1
-58 -123 -1
-25 -47 -1
-28 -15 -1
-60 -217 -1
-5 -69 -1
-28 -105 -1
-5 -179 -1
-1 -61 -1
-7 -115 -1
-58 -197 -1
-62 -39 -1
-36 -163 -1
-68 -23 -1
-60 -179 -1
-9 -53 -1
-5 -169 -1
-67 -115 -1
-57 -205 -1
-54 -57 -1
-31 -7 -1
-65 -147 -1
-14 -7 -1
-24 -165 -1
-15 -67 -1
-17 -185 -1
-20 -51 -1
-64 -49 -1
-47 -167 -1
-12 -45 -1
-3 -87 -1
-58 -25 -1
-32 -147 -1
-49 -83 -1
-31 -203 -1
-11 -149 -1
-24 -41 -1
-47 -117 -1
-16 -89 -1
-66 -173 -1
-46 -181 -1
-52 -87 -1
-63 -13 -1
-43 -109 -1
-35 -179 -1
-47 -199 -1
-22 -75 -1
-47 -63 -1
-37 -219 -1
-65 -147 -1
-10 -35 -1
-1 -71 -1
-49 -27 -1
-54 -57 -1
-50 -181 -1
-59 -171 -1
-64 -37 -1
-55 -5 -1
-30 -15 -1
-60 -63 -1
-52 -77 -1
-5 -47 -1
-7 -113 -1
-31 -121 -1
-66 -5 -1
-4 -97 -1
-6 -207 -1
-3 -165 -1
-24 -199 -1
-5 -37 -1
-61 -109 -1
-27 -119 -1
-12 -93 -1
-47 -13 -1
-43 -197 -1
-46 -65 -1
-42 -179 -1
-27 -47 -1
-10 -169 -1
-6 -175 -1
-41 -219 -1
-8 -19 -1
-12 -149 -1
-30 -47 -1
-14 -153 -1
-6 -215 -1
-17 -185 -1
-58 -167 -1
-57 -137 -1
-17 -47 -1
-35 -209 -1
-17 -175 -1
-30 -43 -1
-53 -159 -1
-15 -61 -1
-47 -21 -1
-37 -129 -1
-49 -111 -1
-40 -105 -1
-13 -209 -1
-4 -139 -1
-6 -57 -1
-21 -29 -1
-35 -157 -1
-63 -51 -1
-46 -47 -1
-18 -85 -1
-32 -157 -1
-43 -111 -1
-2 -71 -1
-4 -131 -1
-55 -89 -1
-37 -113 -1
-14 -79 -1
-56 -23 -1
-31 -31 -1
-13 -87 -1
-59 -163 -1
-49 -215 -1
-63 -171 -1
-41 -31 -1
-30 -111 -1
-62 -173 -1
-28 -111 -1
-33 -27 -1
-8 -135 -1
-38 -91 -1
-14 -139 -1
-11 -159 -1
-3 -95 -1
-52 -3 -1
-46 -125 -1
-34 -201 -1
-2 -139 -1
-56 -67 -1
-49 -19 -1
-50 -101 -1
-48 -1 -1
-49 -15 -1
-63 -207 -1
-8 -71 -1
-12 -31 -1
-20 -69 -1
-30 -77 -1
-65 -101 -1
-31 -167 -1
-54 -65 -1
